Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,22.0,1,15.0,1,< 1 Year,Yes,35800.0,152.0,150,0
Female,26.0,1,14.0,0,< 1 Year,Yes,25799.0,152.0,84,0
Female,24.0,1,41.0,1,< 1 Year,No,25731.0,152.0,26,0
Male,44.0,1,28.0,0,1-2 Year,Yes,47705.0,124.0,73,0
Male,60.0,1,4.0,0,1-2 Year,Yes,35285.0,124.0,218,0
Female,41.0,1,50.0,0,1-2 Year,Yes,36166.0,152.0,26,0
Male,40.0,1,0.0,0,1-2 Year,Yes,2630.0,26.0,123,0
Female,22.0,1,35.0,1,< 1 Year,No,25288.0,152.0,196,0
Male,51.0,1,50.0,0,1-2 Year,Yes,59432.0,8.0,234,0
Male,67.0,1,28.0,0,> 2 Years,Yes,53718.0,26.0,155,1
Male,22.0,1,17.0,1,< 1 Year,No,2630.0,163.0,273,0
Male,54.0,1,28.0,0,1-2 Year,Yes,27787.0,4.0,165,0
Female,28.0,1,41.0,1,< 1 Year,No,43357.0,152.0,199,0
Male,23.0,1,46.0,1,< 1 Year,No,53241.0,152.0,153,0
Male,40.0,1,19.0,0,1-2 Year,Yes,30845.0,124.0,47,0
Male,51.0,1,28.0,1,1-2 Year,No,46417.0,124.0,217,0
Female,29.0,1,27.0,1,< 1 Year,No,2630.0,152.0,156,0
Male,60.0,1,41.0,1,1-2 Year,No,29913.0,26.0,26,0
Male,33.0,1,12.0,1,< 1 Year,No,2630.0,152.0,114,0
Male,47.0,1,28.0,0,1-2 Year,Yes,2630.0,122.0,201,1
Male,59.0,1,16.0,1,1-2 Year,Yes,39663.0,26.0,149,0
Male,43.0,1,28.0,0,1-2 Year,Yes,35903.0,26.0,62,1
Male,30.0,1,14.0,0,< 1 Year,Yes,27740.0,124.0,46,0
Female,73.0,1,28.0,0,1-2 Year,No,39281.0,26.0,290,0
Male,24.0,1,28.0,1,< 1 Year,No,54566.0,152.0,214,0
Male,60.0,1,18.0,0,1-2 Year,Yes,29135.0,124.0,16,1
Male,47.0,1,28.0,0,> 2 Years,Yes,51527.0,26.0,136,0
Female,26.0,1,39.0,0,< 1 Year,Yes,2630.0,124.0,210,1
Male,21.0,1,47.0,1,< 1 Year,No,33334.0,160.0,103,0
Male,25.0,1,29.0,1,< 1 Year,No,33117.0,152.0,238,0
Male,43.0,1,8.0,1,1-2 Year,No,34365.0,26.0,76,0
Male,22.0,1,36.0,1,< 1 Year,No,35941.0,152.0,39,0
Male,25.0,1,29.0,0,< 1 Year,Yes,36624.0,152.0,281,1
Female,46.0,1,28.0,0,1-2 Year,Yes,44110.0,124.0,94,0
Female,29.0,1,41.0,1,< 1 Year,No,31826.0,152.0,271,0
Female,61.0,1,28.0,0,1-2 Year,Yes,53738.0,124.0,118,0
Female,22.0,1,12.0,1,< 1 Year,No,33646.0,26.0,56,0
Female,51.0,1,46.0,0,1-2 Year,Yes,23590.0,124.0,54,0
Male,26.0,1,36.0,1,< 1 Year,No,37606.0,152.0,25,0
Female,44.0,1,8.0,0,1-2 Year,Yes,38496.0,124.0,267,0
Male,65.0,1,50.0,0,1-2 Year,No,2630.0,154.0,149,0
Male,40.0,1,28.0,0,1-2 Year,Yes,28928.0,26.0,151,0
Female,73.0,1,28.0,0,1-2 Year,Yes,36213.0,124.0,179,0
Male,64.0,1,37.0,1,1-2 Year,No,48912.0,124.0,42,0
Female,25.0,1,2.0,0,< 1 Year,Yes,28098.0,152.0,40,0
Female,28.0,1,12.0,1,< 1 Year,No,29967.0,152.0,166,0
Male,22.0,1,15.0,0,< 1 Year,Yes,27952.0,153.0,77,0
Male,53.0,1,28.0,0,1-2 Year,Yes,34048.0,26.0,216,0
Female,47.0,1,8.0,0,1-2 Year,No,37822.0,124.0,97,0
Male,47.0,1,45.0,1,1-2 Year,Yes,2630.0,26.0,56,0
Male,69.0,1,33.0,1,1-2 Year,No,33470.0,124.0,114,0
Female,58.0,1,28.0,1,1-2 Year,No,46676.0,124.0,262,0
Male,34.0,1,5.0,0,1-2 Year,No,30211.0,124.0,298,0
Male,48.0,1,28.0,0,1-2 Year,Yes,55572.0,26.0,261,1
Female,25.0,1,46.0,1,< 1 Year,No,26569.0,152.0,260,0
Male,45.0,1,28.0,0,1-2 Year,Yes,50152.0,124.0,161,0
Female,51.0,1,28.0,0,1-2 Year,No,39976.0,26.0,175,0
Male,62.0,1,41.0,0,1-2 Year,Yes,31277.0,26.0,297,1
Female,24.0,1,28.0,0,< 1 Year,Yes,30978.0,124.0,274,0
Female,34.0,1,8.0,0,1-2 Year,Yes,51242.0,152.0,95,0
Female,53.0,1,28.0,0,1-2 Year,Yes,24881.0,124.0,233,0
Male,50.0,1,39.0,0,> 2 Years,Yes,32050.0,124.0,166,0
Female,30.0,1,30.0,0,< 1 Year,Yes,37056.0,124.0,278,0
Male,39.0,1,28.0,0,1-2 Year,Yes,24126.0,124.0,229,1
Female,40.0,1,28.0,0,1-2 Year,Yes,27120.0,124.0,275,1
Female,45.0,1,28.0,1,1-2 Year,No,44293.0,125.0,276,0
Female,28.0,1,11.0,1,< 1 Year,No,32858.0,152.0,53,0
Female,21.0,1,14.0,0,< 1 Year,Yes,30920.0,152.0,175,0
Male,30.0,1,28.0,1,1-2 Year,No,38649.0,124.0,176,0
Male,47.0,1,8.0,0,1-2 Year,Yes,30781.0,124.0,192,0
Female,45.0,1,8.0,0,1-2 Year,Yes,29623.0,124.0,175,1
Male,22.0,1,8.0,1,< 1 Year,No,72039.0,160.0,137,0
Female,55.0,1,50.0,0,1-2 Year,Yes,43269.0,8.0,226,0
Female,20.0,1,1.0,0,1-2 Year,Yes,2630.0,156.0,167,0
Female,24.0,1,8.0,1,< 1 Year,No,68149.0,152.0,277,0
Male,36.0,1,44.0,0,1-2 Year,No,2630.0,157.0,45,0
Female,25.0,1,11.0,0,< 1 Year,Yes,27501.0,152.0,64,0
Female,69.0,1,3.0,0,> 2 Years,Yes,26016.0,30.0,144,0
Male,73.0,1,41.0,0,1-2 Year,Yes,27490.0,26.0,163,1
Male,22.0,1,47.0,0,< 1 Year,Yes,40047.0,160.0,117,0
Male,41.0,1,28.0,0,1-2 Year,Yes,33012.0,124.0,41,0
Male,46.0,1,16.0,0,1-2 Year,Yes,26345.0,26.0,98,0
Male,69.0,1,28.0,1,1-2 Year,No,199996.0,26.0,44,0
Female,23.0,1,37.0,1,< 1 Year,No,31516.0,151.0,154,0
Male,42.0,1,48.0,0,1-2 Year,Yes,2630.0,122.0,178,1
Male,20.0,1,46.0,1,< 1 Year,No,40282.0,160.0,15,0
Female,25.0,1,21.0,1,< 1 Year,No,25739.0,152.0,284,0
Male,46.0,1,25.0,0,< 1 Year,Yes,29761.0,26.0,78,0
Female,28.0,1,33.0,1,< 1 Year,No,21483.0,152.0,45,0
Male,58.0,1,36.0,1,1-2 Year,No,2630.0,26.0,118,0
Male,47.0,1,11.0,0,1-2 Year,Yes,2630.0,124.0,171,0
Male,55.0,1,28.0,1,1-2 Year,No,33593.0,124.0,250,0
Male,51.0,1,39.0,0,1-2 Year,Yes,28619.0,26.0,264,0
Male,38.0,1,50.0,0,1-2 Year,Yes,25791.0,156.0,282,0
Male,69.0,1,28.0,1,1-2 Year,No,2630.0,26.0,272,0
Female,24.0,1,29.0,1,< 1 Year,No,33542.0,26.0,125,0
Male,23.0,1,46.0,1,< 1 Year,No,36813.0,152.0,70,0
Male,22.0,1,46.0,1,< 1 Year,No,30295.0,152.0,242,0
Male,23.0,1,17.0,1,< 1 Year,No,30042.0,152.0,218,0
Male,20.0,1,12.0,1,< 1 Year,No,29625.0,160.0,118,0
Male,22.0,1,29.0,1,< 1 Year,No,26172.0,152.0,54,0
Male,22.0,1,30.0,1,< 1 Year,No,29915.0,152.0,194,0
Male,43.0,1,50.0,0,1-2 Year,Yes,42195.0,124.0,208,0
Male,51.0,1,28.0,1,1-2 Year,Yes,31960.0,25.0,15,0
Female,39.0,1,36.0,1,1-2 Year,No,2630.0,26.0,58,0
Male,48.0,1,39.0,0,1-2 Year,Yes,2630.0,124.0,145,1
Female,25.0,1,33.0,1,< 1 Year,No,27567.0,152.0,117,0
Female,53.0,1,43.0,0,> 2 Years,Yes,31897.0,124.0,243,0
Male,41.0,1,28.0,1,1-2 Year,No,2630.0,124.0,275,0
Male,79.0,1,28.0,0,1-2 Year,Yes,37384.0,26.0,235,0
Female,29.0,1,28.0,1,1-2 Year,No,45732.0,124.0,255,0
Female,51.0,1,28.0,1,1-2 Year,No,46104.0,26.0,74,0
Male,37.0,1,46.0,1,1-2 Year,No,33404.0,124.0,76,0
Male,32.0,1,46.0,1,< 1 Year,No,30366.0,160.0,95,0
Female,42.0,1,33.0,0,1-2 Year,Yes,19021.0,26.0,99,0
Female,50.0,1,28.0,0,1-2 Year,Yes,44654.0,122.0,276,0
Female,28.0,1,11.0,1,< 1 Year,No,38043.0,152.0,247,0
Female,26.0,1,2.0,1,< 1 Year,No,29788.0,151.0,213,0
Female,25.0,1,10.0,1,< 1 Year,No,33396.0,152.0,271,0
Male,56.0,1,49.0,0,1-2 Year,Yes,2630.0,156.0,281,1
Male,35.0,1,13.0,0,1-2 Year,Yes,24622.0,124.0,298,0
Male,25.0,1,3.0,1,< 1 Year,No,16101.0,152.0,166,0
Female,20.0,1,28.0,0,< 1 Year,Yes,39831.0,160.0,24,0
Male,38.0,1,47.0,0,1-2 Year,Yes,28292.0,16.0,12,0
Male,24.0,1,28.0,0,< 1 Year,Yes,37536.0,124.0,34,0
Male,35.0,1,28.0,1,1-2 Year,Yes,45595.0,152.0,35,0
Female,22.0,1,11.0,1,< 1 Year,No,28400.0,152.0,24,0
Female,21.0,1,13.0,0,< 1 Year,Yes,2630.0,152.0,171,0
Female,73.0,1,28.0,0,1-2 Year,Yes,64100.0,26.0,221,0
Female,45.0,1,28.0,0,> 2 Years,Yes,42918.0,26.0,38,0
Female,23.0,1,32.0,1,< 1 Year,No,2630.0,152.0,251,0
Male,61.0,1,41.0,0,1-2 Year,Yes,25837.0,4.0,246,1
Male,44.0,1,20.0,0,1-2 Year,Yes,2630.0,26.0,76,0
Female,32.0,1,39.0,0,1-2 Year,Yes,31622.0,26.0,249,1
Male,47.0,1,1.0,1,1-2 Year,No,2630.0,124.0,112,0
Male,25.0,1,44.0,0,< 1 Year,No,33025.0,152.0,12,0
Female,45.0,1,28.0,0,1-2 Year,Yes,44828.0,124.0,162,0
Female,74.0,1,28.0,1,1-2 Year,No,39409.0,124.0,175,0
Female,28.0,1,28.0,1,< 1 Year,No,25218.0,152.0,246,0
Female,39.0,1,41.0,0,1-2 Year,Yes,21886.0,124.0,120,0
Female,22.0,1,50.0,1,< 1 Year,No,69124.0,152.0,283,0
Female,23.0,1,45.0,0,< 1 Year,Yes,28293.0,152.0,126,0
Male,34.0,1,35.0,0,1-2 Year,Yes,2630.0,124.0,180,1
Female,28.0,1,46.0,0,< 1 Year,Yes,22904.0,124.0,99,1
Female,29.0,1,27.0,0,< 1 Year,Yes,36702.0,152.0,246,0
Female,21.0,1,29.0,0,< 1 Year,Yes,29814.0,163.0,89,0
Male,21.0,1,15.0,0,< 1 Year,Yes,37414.0,160.0,149,0
Male,39.0,1,36.0,0,1-2 Year,Yes,34869.0,124.0,100,0
Female,20.0,1,37.0,0,< 1 Year,Yes,31430.0,160.0,63,0
Male,38.0,1,29.0,0,1-2 Year,No,30156.0,26.0,184,0
Male,73.0,1,47.0,0,1-2 Year,No,32784.0,156.0,135,0
Male,69.0,1,48.0,1,1-2 Year,No,2630.0,26.0,92,0
Female,27.0,1,41.0,1,< 1 Year,No,31601.0,152.0,79,0
Male,45.0,1,28.0,0,1-2 Year,Yes,35959.0,124.0,295,0
Female,23.0,1,36.0,0,< 1 Year,Yes,34577.0,152.0,244,0
Male,26.0,1,41.0,1,< 1 Year,No,26629.0,152.0,180,0
Female,23.0,1,6.0,1,< 1 Year,No,22562.0,152.0,72,0
Female,49.0,1,28.0,1,1-2 Year,No,45607.0,55.0,70,0
Female,50.0,1,35.0,0,1-2 Year,Yes,41417.0,26.0,120,1
Female,27.0,1,8.0,1,< 1 Year,No,2630.0,26.0,59,0
Male,28.0,1,1.0,1,1-2 Year,No,2630.0,124.0,236,0
Female,25.0,1,8.0,0,< 1 Year,No,37194.0,152.0,145,0
Female,75.0,1,46.0,1,1-2 Year,Yes,27393.0,26.0,179,0
Female,21.0,1,36.0,0,< 1 Year,Yes,30019.0,152.0,254,0
Female,25.0,1,29.0,1,< 1 Year,No,37326.0,152.0,159,0
Male,39.0,1,28.0,0,1-2 Year,Yes,32566.0,124.0,122,0
Male,42.0,1,28.0,0,> 2 Years,Yes,40561.0,124.0,209,1
Male,44.0,1,8.0,1,1-2 Year,No,41612.0,26.0,170,0
Female,57.0,1,8.0,0,> 2 Years,Yes,54186.0,124.0,269,0
Male,27.0,1,6.0,1,< 1 Year,No,21018.0,152.0,107,0
Male,25.0,1,41.0,0,< 1 Year,Yes,59249.0,152.0,226,0
Male,21.0,1,8.0,1,< 1 Year,No,26660.0,160.0,289,0
Female,40.0,1,46.0,0,1-2 Year,Yes,2630.0,26.0,288,1
Female,24.0,1,8.0,1,< 1 Year,No,33742.0,152.0,65,0
Female,24.0,1,8.0,1,< 1 Year,No,47030.0,151.0,163,0
Female,29.0,1,50.0,0,< 1 Year,Yes,33435.0,152.0,172,0
Female,44.0,1,28.0,0,1-2 Year,Yes,44399.0,124.0,18,0
Male,27.0,1,17.0,1,< 1 Year,No,33729.0,152.0,36,0
Female,21.0,1,47.0,1,< 1 Year,No,28204.0,160.0,56,0
Female,24.0,1,13.0,1,< 1 Year,No,30681.0,152.0,203,0
Male,23.0,1,28.0,0,< 1 Year,Yes,2630.0,26.0,254,0
Male,53.0,1,28.0,0,1-2 Year,Yes,23496.0,122.0,252,0
Female,21.0,1,26.0,0,< 1 Year,Yes,46986.0,152.0,142,0
Female,24.0,1,28.0,0,< 1 Year,Yes,31977.0,154.0,205,0
Female,59.0,1,26.0,1,1-2 Year,No,49156.0,26.0,166,0
Male,59.0,1,28.0,0,> 2 Years,Yes,43865.0,124.0,157,0
Male,24.0,1,35.0,1,< 1 Year,No,2630.0,160.0,265,0
Female,23.0,1,13.0,0,< 1 Year,Yes,33635.0,152.0,237,0
Male,53.0,1,32.0,0,1-2 Year,Yes,36772.0,26.0,207,1
Male,24.0,1,27.0,0,< 1 Year,Yes,25776.0,151.0,219,0
Male,47.0,1,41.0,0,1-2 Year,Yes,35226.0,26.0,233,1
Female,23.0,1,28.0,1,< 1 Year,No,37101.0,152.0,137,0
Male,47.0,1,10.0,0,1-2 Year,Yes,2630.0,124.0,223,1
Female,59.0,1,33.0,1,1-2 Year,No,2630.0,152.0,187,0
Male,25.0,1,34.0,1,< 1 Year,No,2630.0,152.0,223,0
Female,53.0,1,41.0,1,1-2 Year,No,2630.0,12.0,159,0
Male,31.0,1,28.0,0,1-2 Year,No,34848.0,155.0,49,0
Male,32.0,1,35.0,1,< 1 Year,No,28039.0,160.0,241,0
Male,28.0,1,27.0,1,< 1 Year,No,30911.0,152.0,34,0
Female,25.0,1,24.0,1,< 1 Year,No,51310.0,152.0,160,0
Female,23.0,1,46.0,1,< 1 Year,No,32930.0,152.0,206,0
Male,41.0,1,28.0,0,1-2 Year,Yes,69745.0,55.0,50,1
Female,24.0,1,13.0,1,< 1 Year,No,16010.0,26.0,256,0
Female,29.0,1,2.0,1,< 1 Year,No,29871.0,152.0,230,0
Female,22.0,1,8.0,0,< 1 Year,No,2630.0,152.0,155,0
Female,30.0,1,28.0,1,1-2 Year,No,28533.0,124.0,15,0
Male,46.0,1,35.0,0,1-2 Year,Yes,38864.0,26.0,275,1
Male,24.0,1,46.0,0,< 1 Year,Yes,2630.0,156.0,165,0
Male,44.0,1,28.0,0,> 2 Years,Yes,51493.0,124.0,291,0
Male,65.0,1,8.0,1,1-2 Year,Yes,2630.0,26.0,99,0
Female,22.0,1,28.0,1,< 1 Year,No,40487.0,152.0,79,0
Male,70.0,1,28.0,1,1-2 Year,No,38287.0,26.0,132,0
Male,43.0,1,28.0,0,1-2 Year,Yes,33417.0,124.0,156,0
Female,29.0,1,36.0,1,< 1 Year,No,37057.0,152.0,225,0
Female,35.0,1,1.0,1,1-2 Year,No,2630.0,152.0,102,0
Female,22.0,1,23.0,1,< 1 Year,No,2630.0,160.0,158,0
Female,72.0,1,8.0,1,1-2 Year,No,58421.0,7.0,196,0
Male,51.0,1,50.0,0,1-2 Year,Yes,29062.0,124.0,165,0
Male,42.0,1,50.0,0,1-2 Year,Yes,35348.0,154.0,21,0
Male,35.0,1,28.0,0,1-2 Year,Yes,2630.0,124.0,29,0
Male,48.0,1,48.0,0,1-2 Year,Yes,2630.0,103.0,270,1
Male,42.0,1,28.0,0,1-2 Year,Yes,34177.0,124.0,292,0
Female,26.0,1,15.0,0,< 1 Year,Yes,40704.0,152.0,260,0
Male,42.0,1,43.0,1,1-2 Year,No,26223.0,124.0,153,0
Female,25.0,1,35.0,1,< 1 Year,No,20717.0,152.0,169,0
Male,79.0,1,28.0,1,1-2 Year,No,50000.0,25.0,242,0
Male,32.0,1,30.0,0,1-2 Year,Yes,27991.0,124.0,147,1
Female,22.0,1,22.0,0,< 1 Year,Yes,30373.0,152.0,146,0
Female,24.0,1,46.0,1,< 1 Year,No,37133.0,152.0,268,0
Male,43.0,1,8.0,0,1-2 Year,No,52654.0,124.0,139,1
Female,31.0,1,28.0,0,1-2 Year,Yes,32611.0,124.0,213,0
Male,59.0,1,28.0,1,1-2 Year,No,52365.0,26.0,224,0
Male,24.0,1,49.0,1,< 1 Year,No,29156.0,152.0,148,0
Female,27.0,1,29.0,1,< 1 Year,No,23055.0,152.0,116,0
Male,37.0,1,17.0,0,1-2 Year,Yes,2630.0,124.0,12,0
Male,44.0,1,26.0,1,1-2 Year,No,29535.0,124.0,38,0
Male,40.0,1,8.0,0,1-2 Year,Yes,33901.0,156.0,115,1
Female,28.0,1,28.0,1,< 1 Year,No,28228.0,152.0,283,0
Male,45.0,1,2.0,1,1-2 Year,Yes,25347.0,124.0,18,1
Female,48.0,1,33.0,0,1-2 Year,Yes,43023.0,26.0,157,1
Male,38.0,1,26.0,0,1-2 Year,Yes,38703.0,156.0,57,1
Female,30.0,1,15.0,0,< 1 Year,No,2630.0,152.0,125,0
Female,26.0,1,28.0,1,< 1 Year,No,38748.0,152.0,278,0
Male,71.0,1,28.0,0,1-2 Year,Yes,39270.0,26.0,96,0
Male,24.0,1,30.0,0,1-2 Year,Yes,29402.0,124.0,44,1
Male,73.0,1,28.0,1,1-2 Year,No,27270.0,23.0,297,0
Male,34.0,1,29.0,1,1-2 Year,No,33082.0,152.0,283,0
Female,46.0,1,28.0,0,1-2 Year,Yes,24457.0,122.0,166,1
Male,53.0,1,28.0,0,1-2 Year,Yes,27496.0,124.0,44,1
Male,48.0,1,28.0,0,1-2 Year,Yes,38649.0,26.0,124,0
Female,25.0,1,34.0,0,< 1 Year,No,26589.0,152.0,276,0
Female,28.0,1,10.0,1,< 1 Year,No,34788.0,152.0,59,0
Female,24.0,1,50.0,1,< 1 Year,No,2630.0,152.0,107,0
Male,44.0,1,41.0,0,1-2 Year,Yes,43645.0,124.0,189,1
Male,25.0,1,21.0,1,< 1 Year,No,32238.0,152.0,169,0
Female,22.0,1,33.0,1,< 1 Year,No,34895.0,152.0,147,0
Male,50.0,1,28.0,0,1-2 Year,Yes,37238.0,26.0,63,1
Female,25.0,1,3.0,1,< 1 Year,No,39713.0,152.0,227,0
Male,48.0,1,28.0,0,1-2 Year,Yes,39307.0,26.0,202,1
Female,27.0,1,28.0,0,< 1 Year,Yes,33409.0,26.0,273,0
Male,25.0,1,46.0,1,< 1 Year,No,32489.0,160.0,216,0
Male,48.0,1,49.0,0,1-2 Year,Yes,29726.0,154.0,184,1
Female,25.0,1,28.0,1,< 1 Year,No,61295.0,152.0,299,0
Male,32.0,1,21.0,1,< 1 Year,No,32823.0,152.0,145,0
Female,45.0,1,8.0,0,1-2 Year,Yes,35251.0,124.0,108,0
Female,30.0,1,25.0,1,< 1 Year,No,24830.0,152.0,257,0
Male,29.0,1,32.0,1,< 1 Year,No,24103.0,152.0,168,0
Male,23.0,1,46.0,0,1-2 Year,Yes,2630.0,124.0,286,0
Male,22.0,1,30.0,1,< 1 Year,No,31488.0,152.0,269,0
Male,23.0,1,13.0,1,< 1 Year,No,25655.0,152.0,81,0
Female,74.0,1,28.0,0,1-2 Year,Yes,2630.0,124.0,97,0
Female,22.0,1,28.0,1,< 1 Year,Yes,32354.0,152.0,214,0
Female,43.0,1,28.0,1,1-2 Year,No,42359.0,26.0,237,0
Male,26.0,1,3.0,0,< 1 Year,Yes,2630.0,124.0,274,0
Female,39.0,1,15.0,1,1-2 Year,No,33540.0,124.0,134,0
Male,25.0,1,46.0,1,< 1 Year,No,27072.0,152.0,111,0
Female,25.0,1,15.0,0,< 1 Year,Yes,56893.0,152.0,216,0
Female,28.0,1,37.0,0,< 1 Year,Yes,2630.0,152.0,254,0
Female,42.0,1,28.0,1,1-2 Year,No,31041.0,124.0,144,0
Male,39.0,1,8.0,0,1-2 Year,Yes,38913.0,124.0,239,0
Male,50.0,1,8.0,1,1-2 Year,No,39447.0,152.0,113,0
Male,39.0,1,8.0,0,1-2 Year,Yes,48108.0,124.0,248,0
Female,63.0,1,30.0,1,1-2 Year,No,34630.0,26.0,206,0
Female,62.0,1,45.0,1,1-2 Year,No,45657.0,124.0,49,0
Female,38.0,1,8.0,0,1-2 Year,No,35631.0,124.0,245,0
Male,65.0,1,45.0,1,1-2 Year,No,27391.0,124.0,195,0
Female,23.0,1,30.0,1,< 1 Year,No,16822.0,152.0,205,0
Female,37.0,1,14.0,1,1-2 Year,No,30780.0,124.0,250,0
Female,44.0,1,8.0,0,> 2 Years,Yes,40187.0,7.0,152,0
Female,35.0,1,28.0,0,1-2 Year,Yes,25884.0,160.0,25,1
Female,28.0,1,41.0,0,< 1 Year,No,32564.0,152.0,225,0
Male,60.0,1,1.0,0,1-2 Year,Yes,2630.0,120.0,79,0
Male,44.0,1,29.0,1,1-2 Year,No,28285.0,26.0,164,0
Female,43.0,1,41.0,1,1-2 Year,Yes,28474.0,124.0,234,0
Male,44.0,1,4.0,1,1-2 Year,No,29933.0,156.0,204,0
Male,29.0,1,8.0,0,1-2 Year,Yes,2630.0,156.0,290,0
Female,65.0,1,8.0,1,1-2 Year,No,39830.0,124.0,88,0
Male,78.0,1,28.0,0,1-2 Year,Yes,56584.0,26.0,164,0
Male,37.0,1,28.0,0,1-2 Year,Yes,45878.0,122.0,298,0
Male,37.0,1,28.0,1,1-2 Year,No,47540.0,26.0,204,0
Male,61.0,1,41.0,0,1-2 Year,Yes,43561.0,124.0,260,1
Male,28.0,1,5.0,0,< 1 Year,No,31795.0,152.0,112,0
Male,48.0,1,8.0,0,1-2 Year,Yes,45337.0,26.0,167,1
Male,23.0,1,15.0,1,1-2 Year,No,31713.0,124.0,86,0
Male,48.0,1,15.0,1,1-2 Year,No,2630.0,156.0,278,0
Female,22.0,1,15.0,0,< 1 Year,Yes,28942.0,152.0,144,0
Male,25.0,1,30.0,1,< 1 Year,No,27715.0,152.0,25,0
Male,41.0,1,27.0,0,1-2 Year,No,26230.0,124.0,84,0
Male,27.0,1,15.0,1,< 1 Year,No,46071.0,152.0,243,0
Male,36.0,1,12.0,0,1-2 Year,No,2630.0,124.0,60,0
Female,47.0,1,46.0,0,1-2 Year,Yes,31606.0,26.0,208,0
Female,56.0,1,37.0,1,1-2 Year,No,2630.0,124.0,92,0
Male,75.0,1,28.0,0,1-2 Year,Yes,29776.0,26.0,292,0
Male,27.0,1,34.0,0,< 1 Year,No,24306.0,152.0,161,0
Female,23.0,1,14.0,1,< 1 Year,No,27247.0,152.0,58,0
Female,43.0,1,28.0,0,1-2 Year,Yes,36747.0,122.0,60,0
Female,32.0,1,15.0,1,< 1 Year,No,37803.0,152.0,124,0
Male,50.0,1,47.0,0,1-2 Year,Yes,36636.0,16.0,188,1
Male,27.0,1,15.0,0,< 1 Year,Yes,2630.0,152.0,102,0
Male,55.0,1,28.0,0,> 2 Years,Yes,49893.0,26.0,63,1
Female,57.0,1,28.0,0,> 2 Years,Yes,2630.0,26.0,91,1
Male,23.0,1,16.0,1,< 1 Year,No,29681.0,152.0,213,0
Male,71.0,1,28.0,0,1-2 Year,Yes,37994.0,26.0,116,0
Male,43.0,1,8.0,0,1-2 Year,Yes,36646.0,25.0,13,0
Male,74.0,1,50.0,0,1-2 Year,Yes,47939.0,8.0,190,0
Male,59.0,1,8.0,1,1-2 Year,No,45260.0,26.0,211,0
Female,56.0,1,28.0,1,1-2 Year,No,37388.0,26.0,82,0
Female,20.0,1,50.0,0,< 1 Year,Yes,28414.0,160.0,11,0
Male,22.0,1,28.0,0,< 1 Year,Yes,2630.0,152.0,189,0
Male,22.0,1,45.0,0,< 1 Year,No,32871.0,152.0,296,0
Male,53.0,1,28.0,0,1-2 Year,Yes,34872.0,122.0,113,1
Female,23.0,1,12.0,1,< 1 Year,No,29268.0,152.0,100,0
Female,33.0,1,41.0,0,1-2 Year,No,2630.0,156.0,208,0
Male,26.0,1,41.0,1,< 1 Year,No,25542.0,160.0,243,0
Female,32.0,1,50.0,1,< 1 Year,No,44637.0,153.0,108,0
Female,25.0,1,6.0,0,< 1 Year,No,17601.0,152.0,275,1
Male,23.0,1,15.0,1,< 1 Year,No,32854.0,152.0,218,0
Male,29.0,1,28.0,1,< 1 Year,No,43378.0,152.0,64,0
Female,46.0,1,28.0,1,1-2 Year,No,40107.0,30.0,17,0
Female,68.0,1,37.0,1,1-2 Year,No,39797.0,124.0,199,0
Female,48.0,1,28.0,0,1-2 Year,Yes,35016.0,26.0,20,1
Female,41.0,1,8.0,1,1-2 Year,No,51937.0,124.0,87,0
Male,22.0,1,11.0,1,< 1 Year,No,2630.0,152.0,185,0
Male,49.0,1,28.0,0,1-2 Year,Yes,73283.0,124.0,240,0
Female,30.0,1,49.0,0,< 1 Year,Yes,29537.0,152.0,116,0
Female,37.0,1,33.0,0,> 2 Years,Yes,27457.0,124.0,70,1
Male,75.0,1,28.0,1,1-2 Year,No,2630.0,124.0,34,0
Female,23.0,1,3.0,1,< 1 Year,No,27416.0,152.0,92,0
Male,45.0,1,3.0,1,1-2 Year,No,27399.0,129.0,243,0
Female,69.0,1,28.0,0,1-2 Year,Yes,2630.0,124.0,272,0
Male,24.0,1,45.0,1,< 1 Year,No,2630.0,152.0,128,0
Male,73.0,1,28.0,0,1-2 Year,Yes,80693.0,26.0,102,1
Female,47.0,1,46.0,0,1-2 Year,Yes,28942.0,124.0,290,1
Male,45.0,1,39.0,1,1-2 Year,No,23015.0,124.0,102,0
Male,23.0,1,10.0,1,< 1 Year,No,2630.0,152.0,23,0
Female,48.0,1,35.0,0,1-2 Year,Yes,29064.0,26.0,24,0
Female,31.0,1,44.0,1,< 1 Year,No,2630.0,152.0,133,0
Male,46.0,1,28.0,0,1-2 Year,Yes,44956.0,56.0,206,1
Male,24.0,1,23.0,0,< 1 Year,Yes,18025.0,152.0,50,1
Female,49.0,1,28.0,1,1-2 Year,Yes,60566.0,124.0,236,0
Female,31.0,1,21.0,1,< 1 Year,No,43940.0,152.0,111,0
Female,24.0,1,29.0,1,< 1 Year,No,32932.0,152.0,172,0
Male,27.0,1,28.0,1,< 1 Year,No,45036.0,152.0,245,0
Male,23.0,1,21.0,1,< 1 Year,No,15580.0,152.0,15,0
Female,24.0,1,11.0,1,< 1 Year,No,38085.0,152.0,215,0
Female,21.0,1,46.0,0,< 1 Year,No,40162.0,160.0,157,0
